name,id,url,price,userRatingCount,currentVersionReleaseDate,avgUserRating,description
FollowMyHealth®,502147249,https://itunes.apple.com/us/app/followmyhealth/id502147249?mt=8&uo=4,0.0,25571,2018-09-19T20:25:05Z,4.5,"Take control of your health information. The new and improved mobile version of your personal health record, powered by FollowMyHealth®, is easy to use and easy to navigate.   From the home screen, you can view your current health summary, reminders and recent account activity—and quickly click to your medical profile and profiles of family members you’re authorized to view. You also get 24/7 access for:   • Communicating securely with your care team.  • Scheduling appointments. • Viewing test and lab results.  • Requesting prescription refills. • Managing your preferred pharmacy for prescription renewals. • Managing connections with healthcare organization to access your health information and interact with providers. • Paying outstanding bills and view your billing history. • Viewing and manage your demographics, contact information, and insurance policies.  (Please note: The availability of some features may be dependent on your connected organizations.)  Take full advantage of the modern iOS features such as:  • Passcodes and Touch ID: Create a Mobile Passcode or use Touch ID to quickly and easily sign in to FollowMyHealth® Mobile. Touch ID requires iOS 8 and up. Mobile Passcode will work on any iOS device.  • Apple Health: Automatically import upload blood pressure, weight and glucose readings from Apple Health into your FollowMyHealth® account.  • Push Notifications: In addition to receiving FollowMyHealth® notifications via text and/or email, notifications can now be pushed directly to your iOS device. App badges notify you at a glance of important new information within your FollowMyHealth® account.   • Apple Watch: Convenient access to FollowMyHealth® push notifications and Action Center items directly from your Apple Watch.  • Apple VoiceOver: Improves accessibility for visually impaired users."
healow,595012291,https://itunes.apple.com/us/app/healow/id595012291?mt=8&uo=4,0.0,3857,2018-05-03T01:06:24Z,3.5,"healow™ lets you communicate with your doctor’s office and access up to date medical records. You will be able to access your appointments, lab results, vitals, manage medications and other personal data all within one app. From the healow™ app you can manage multiple accounts and access your and your family’s medical information.  Find a doctor and book your appointment - fast, free & easy, at your convenience – morning, noon or late at night! No more waiting on the phone with your doctor's office for an appointment. Find an appointment that works for you and book instantly – on the go! Set your goals and track them easily using trackers. Use our weight management & activity trackers to reach your fitness goals. Track your numbers regularly to watch the trends change and share your progress with your doctor. Stay motivated to make healthy choices."
Healthspek - Personal Health Record & Family Health Record - Complete Medical Record for iPhone,658319911,https://itunes.apple.com/us/app/healthspek-personal-health-record-family-health-record/id658319911?mt=8&uo=4,0.0,25,2016-01-14T13:32:05Z,4.0,"Own Your Chart!  Healthspek is your own personal health record. Your record resides on your iPhone and is stored securely on Healthspek’s cloud-based servers.  So if your lose your iPhone, you'll never lose your chart!  Forget about complicated backups and syncs.  Healthspek's cloud takes care of it automatically.  And your family too! Add each family member to Healthspek for a complete family record.  With Healthspek, you get our ChartNow service for free.  Tell any doctor to go to www.chartnow.com and type in your 8-digit Access Code.  Instantly your chart appears. Anywhere around the world, at any time.  With a tap you can change your Access Code at any time if you feel your privacy has been compromised.  With Healthspek you start with 'myDashboard'.  You choose and customize your 'Speks' (think of them as widgets).  You even choose what order they appear. Speks such as Quick Refill, Urgent Care locator, and Vitals tracker are available.  Look to the future for many more Speks to be added - in fact make suggestions through the Feedback Spek.  Personalized Healthspek Carry Cards are available for $4.99.  Carry it around for instant or emergency access of your most important medical information. Your ChartNow Access Code is also displayed.  Track your conditions, refill your meds, track your lab results and more.  Record immunizations, allergies, supplements, procedures, and family history.  myInbox grants account holders a unique Healthspek email address and allows users to receive and save communications, documents, and medical records sent from their healthcare providers directly to a secure inbox for review.  With Healthspek you have a future.  Expect great new features and a library of Speks coming in future releases.  *** if you are an ACO, hospital system, or large employer, contact us regarding partnering: info@Healthspek.com"
DrChrono OnPatient Portal,577198251,https://itunes.apple.com/us/app/drchrono-onpatient-portal/id577198251?mt=8&uo=4,0.0,135,2018-10-19T20:03:29Z,3.5,"Your personal health record is now on your iPhone and Apple Watch. Easily message and share health information data with your doctors.  Now you can check upcoming appointments and messages on your Apple Watch.  Also, integrated with Apple's Health, you can share your Health App data with your doctor, sending a 30-day wellness summary directly to your medical doctor.  Fumbling with and trying to find paper medical records is now a thing of the past. onpatient lets you schedule appointments, message with your doctor, access your medical records, see all of your medications and allergies, and import/share records from Health with your doctor."
Teladoc,656872607,https://itunes.apple.com/us/app/teladoc/id656872607?mt=8&uo=4,0.0,52732,2018-10-30T19:13:31Z,5.0,"A DOCTOR’S CARE. ANYTIME. ANYWHERE. Teladoc® connects you with a board-certified doctor 24/7/365 through the convenience of phone or video visits. Within minutes, a doctor will contact you ready to listen, and resolve your issue. If medically necessary a prescription will be sent to your pharmacy of choice.   * It’s healthcare when and wherever you want it!  Teladoc doctors can diagnose, recommend treatment and prescribe medication, if medically necessary, for many medical issues, including: - Sore throat and stuffy nose  - Allergies  - Cold and flu symptoms  - Bronchitis  - Poison ivy  - Pink eye  - Respiratory infection  - Sinus problems  - Ear infection  And more…  HOW DOES IT WORK? Request a visit – Open the Teladoc App and request a visit, provide medical history and pay for the visit. Your Teladoc account is also available online at Teladoc.com or toll-free at 1-800-Teladoc.  Talk to a doctor – Within minutes, a state-licensed doctor reviews your medical history and contacts you via phone or video. Teladoc visits have no time limit; you can speak to the doctor for as long as you’d like.   Pick up prescription – The doctor discusses the issue with you, answers questions and recommends next steps.  If medically necessary, a prescription can be submitted to a local pharmacy of your choice.  HOW DO I GET TELADOC?  Teladoc is a service provided to you as a benefit through your employer, health insurance, or other organization.  Visit Teladoc.com to learn more.   This app allows Teladoc members to: - Authenticate your Teladoc account. - Talk to a doctor, anytime, anywhere. - Create and update your medical history. - Update personal, contact, login and billing information.  This app also utilizes Apple HealthKit integration to enhance your experience - Our seamless integration with HealthKit enables your provider to form a better diagnosis - We import your most recent historical medical details on blood pressure, temperature and heart rate right into the app - Your doctor will have access to these details before and during your visit - Our comprehensive view of your health will enhance your interaction with Teladoc"
The Diary Health App,1020281972,https://itunes.apple.com/us/app/the-diary-health-app/id1020281972?mt=8&uo=4,0.0,113,2018-10-26T16:53:11Z,3.5,"The Diary® app for individuals provides personal health data tracking, survey completion and daily care reminders for improved health outcomes. Connected with our professional platform, The Diary CarePro™, that provides an integrated system that supports care coordination with real-time communication between care teams and patients or may limit you to just completing surveys and assessments depending on how the organization sets up your account.   Use of The Diary app requires you have an account with an organization that uses The Diary CarePro. If you think The Diary would be useful to people in your organization, please have a company representative contact our sales representative.  Are you interested in improving health outcomes for patients? Contact us to learn more about The Diary CarePro™.  Key Features:  ***Track Daily Care Items*** Reach your health goals by personalizing care plans, setting and receiving reminders, and completing daily activities in the CareKit-enabled Today tab. Studies show that monitoring your progress increases your likelihood of meeting your goals.  ***Complete Surveys*** Complete surveys and assessments sent to you from the organization that set up your account. Your account type may limit you to just this feature.  ***Simple and Intuitive Tracking*** Easy one-touch entry for over 20 health modules: Blood Pressure, Blood Glucose, BMI, Weight, Body Fat, Height, Body Temperature, Feelings, Heart Rate, Medications Taken, Respiration Rate, Sleep, Steps, Oxygen Saturation, Symptoms, Water Intake, and Waist Circumference health data types.   ***Scan and Share Health Records and Files*** Import files from any app using our Share Extension, or use our scanning technology to create multi-page PDFs from your paper health records, lab results, and prescriptions. Print or share documents from right  inside the app, and use Spotlight Search to find your files right from your home screen!  ***Seamless Data Integration*** Apple Health data is automatically synced to The Diary from your favorite apps and devices.  ***Intelligent Voice Entry*** Use your Apple Watch or iOS device to record health data hands-free. Natural language processing identifies your speech and accurately organizes your information. Talk to your Diary about your daily health and let technology take care of the details!  ***Security*** Use TouchID to secure your Diary while you are away. Bank-grade secure file storage safely keeps copies of your health records, images, research, documentation, and other important health information.  ***Private and Personal*** The Diary’s Terms of Use and Privacy Policy are among the strongest in the health industry. We don’t access, sell, or distribute your data—ever. Not every health app on the market guarantees this.  ***Integration with Care Manager app*** By sharing your Diary with trusted care managers, you can achieve better communication and health improvements. Sharing is entirely up to you.  We’ve designed The Diary in collaboration with leading medical and technology experts to ensure utmost accuracy, efficiency, and security.  About the Diary Corporation:  A mobile-based care management platform, The Diary promotes effective, value-focused outcomes and improved communication among patients, their families, and their care teams. Our vision is to make it possible for every person in the world to achieve and maintain their best health."
Emrify - Personal Health Record,993693907,https://itunes.apple.com/us/app/emrify-personal-health-record/id993693907?mt=8&uo=4,0.0,20,2016-03-24T16:29:10Z,4.0,"Emrify puts Health Information in the Right Hands at the Right Time. Your Passport to the Health System. All Doctors. One Record.  Emrify is your hub for electronic health records.  Emrify serves as a center for all of your health data to increase accessibility and communication between health systems.  - Maintain medical history - Track data like weight, blood pressure, and more - Sync wearable devices like Fitbit, Jawbone, and Google - Import CCDs (continuity of care document) - Private link to share Chart with doctors - Print pre-populated medical check-in forms  Emrify lets you sync, view, and share all of your health records on the mobile device in a secure, beautiful, and easy to understand interface. It's free. It's accurate. It improves health.  Features are continuously added.  Please send us any comments and feedback for the next update.  info@emrify.com"
Personal Records,1200652670,https://itunes.apple.com/us/app/personal-records/id1200652670?mt=8&uo=4,0.0,105,2018-02-28T22:28:46Z,4.5,"Personal Records is the fastest way to record and search your results in many types of workouts.   Personal Records does a great job of recording results for the workouts that are important to you. Designed for the typical gym-goer who does not care to track and log EVERY workout but still wants to see how they are progressing in important movements.  Calculate 80% of your best back squat either from the app or from the new Apple Watch app.   The Personal Records app allows you to: • Instantly see your personal records in all of your workouts on the main screen. • Categorize your workouts with Tags. • Calculate the percentages of your best lifts within the app. • Instantly see how you are progressing in a workout through time.  The PR app has support for tracking workouts that are scored by: • Fastest time • As many rounds as possible (AMRAP) • As many repetitions as possible • Heaviest weight • And, as of version 2.8, you can track workouts with any units you choose!  Spend less time logging, and more time exercising.   Suggestions? Comments? Drop us a line @PersonalRecordsApp on Facebook or leave a review.  CrossFit is a registered trademark of CrossFit Inc. This app is not affiliated with CrossFit Inc. in any way."
UPMC Health Plan,540785586,https://itunes.apple.com/us/app/upmc-health-plan/id540785586?mt=8&uo=4,0.0,50,2018-10-19T14:54:23Z,2.5,"This mobile app is only for UPMC Health Plan members. Not a member? Learn more at www.upmchealthplan.com.    Convenient on-the-go access to your health insurance and wellness plans. Whether you need to chat with a health coach or forgot your member ID card for your doctor’s visit, this app gives you improved access to your insurance benefits.    GET INSURANCE BENEFITS ON THE GO    - Access member ID cards for you and your family, and email or fax them to your doctor directly from the app.  - Use live chat and secure messaging to connect with Member Services.  - View your prescriptions and pharmacies.  - Check the status of your claims, and see your FSA balance.  - Search for doctors, dentists, hospitals, and wait times at UPMC urgent care centers.   CONNECT WITH YOUR WELLNESS   - Chat with a health coach to help improve your lifestyle.  - Track your steps with Apple Health app integration and check your Take a Healthy Step progress.  - Take the MyHealth Questionnaire to learn more about your health."
OpenTreatment Personal Health Record (PHR),916983918,https://itunes.apple.com/us/app/opentreatment-personal-health-record-phr/id916983918?mt=8&uo=4,0.0,5,2014-09-25T23:15:33Z,5.0,"OpenTreatment is a universal doctor/hospital intake form that verifies and authorizes insurance & gives you live up to the minute ER wait times. Find a doctor quickly and easily with the convenience of knowing when you will be seen. With one click you can send your intake form, insurance information and medical records including x-rays to any hospital or doctor’s office.  Get started win three easy steps: 1.     Download OpenTreatment and set up your account 2.     Add your medical information—allergies, history, etc. Take a picture of your insurance card 3.     Search for your Doctor and Send. It’s that easy.   Other features: OpenTreatment offers a search function by radius so you can see where your Doctor is with map. Download all your medical files, X-Ray's, & Labs (Send to any provider from your phone). See live ER wait times."
