name,id,title,author_name,author_uri,voteSum,voteCount,rating,text,date
Microsoft HealthVault,546835834,Lab Corp blood results,liver transplant patient,https://itunes.apple.com/us/reviews/id782157250,0.0,0.0,1,"Lab Corp had my weekly blood work results on the last app Up two months ago earlier in 2018, since they forced everyone to open up the HealthVault app to get results I have not been able to get one result and I just found out that they do not supply results to iPhones five, six and seven. After spending hours checking I found out that you need an iPhone 8 or 10 and that is ridiculous, it had been working for three years just fine and I can guarantee you that regular hard-working people cannot afford the latest phones. This is a terrible new system which excludes The majority of regular people with regular phones. I am a transplant patient and I need to keep up with my blood work results frequently since many levels such as my potassium could cause me heart problems from one week to another. I hope someone gets back in touch with me or I will be switching lab companies who can supply a simple task as supplying blood work results which I pay for.",2018-08-08 05:03:25
Microsoft HealthVault,546835834,What happened,Bistline,https://itunes.apple.com/us/reviews/id335994415,0.0,0.0,3,"This app used to be my favorite. It would sync with other apps and pull my medical info from LabCorp, hospitals etc.  now none of the apps seem to be syncing with it. 

Doctors still love the emergency profile though.  

Just wish you would go back to how well it worked in 2015.",2018-06-27 14:07:45
Microsoft HealthVault,546835834,Great idea,Gdb&&@,https://itunes.apple.com/us/reviews/id216415940,0.0,0.0,5,"I have many yrs worth of data now stored. It is primarily data I place into it myself. I have my runs and walks, blood pressure, weight (seeing it slowly increase) and I placed my scanned old medical records, Rx ect. I only with other companies would cooperated with them more, Fitbit use to work with it. 

I understand this is a highly regulated field (government can place hefty fines) so MS tries to reduce the risk. I fear MS will close this venture one day.",2018-06-27 10:26:12
Microsoft HealthVault,546835834,Bugs after 11/14/17 update,Agw54,https://itunes.apple.com/us/reviews/id115506088,0.0,0.0,1,"Worked ok until 11/14/17 update.  Now you can't put in notes-keyboard covers up note section. iPhone v10.3.3. ****** UPDATE:  After updating my iPhone 6S to the latest iOS 11.2.6, data canâ€™t be inputted.  ??? Come on guys, letâ€™s get this fixed please.",2018-03-19 06:34:58
Microsoft HealthVault,546835834,HeathVault,rlbarkley,https://itunes.apple.com/us/reviews/id202749603,0.0,0.0,2,"I am disappointed with App because MS started out with a good app for. Recording medical data, but then screwed it up by not adding a appointment calendar that sync with the IOS calendar.  MS you can do better!",2018-02-05 23:30:49
Microsoft HealthVault,546835834,Health Apps,G68765646543543243213,https://itunes.apple.com/us/reviews/id13218268,0.0,0.0,1,"Why doesn't this pull health or fitness data from the main Apps like Apple Health, Runkeeper, Adidas All Day, etc...

I do not want to have to enter my data in multiple places...",2017-12-24 07:18:46
Microsoft HealthVault,546835834,Update and server disconnect from app,Djabe68,https://itunes.apple.com/us/reviews/id118528574,0.0,0.0,1,"So taking away the ability to add records on the iOS app is suppose to be an update ?? I have all my families records and now I have to log into the web site for updates, useless",2017-12-01 06:02:02
Microsoft HealthVault,546835834,Missing + button since iOS 11,vgoel9,https://itunes.apple.com/us/reviews/id49141666,0.0,0.0,1,"I have been keeping my blood pressure records in this app for over 4 years. It worked flawlessly until iOS 11. Now there no ability to add records because that functionality has disappeared. I reported to Microsoft and exchanged some emails. No progress!
My only option has been to use the browser on my Mac or use an old iPhone running iOS 7.",2017-11-13 08:07:24
Microsoft HealthVault,546835834,iOS 11 problems,lackeye,https://itunes.apple.com/us/reviews/id16039987,0.0,0.0,2,Very useful app but no longer can enter data after upgrading to iOS 11,2017-10-10 07:56:05
Microsoft HealthVault,546835834,Does not work under iOS 11.,It is a fake,https://itunes.apple.com/us/reviews/id171617356,0.0,0.0,1,I used to be able to add records daily for sleep tracker. And for blood pressure and weight. Cannot add or modify. Only delete records.,2017-10-05 22:18:29
Microsoft HealthVault,546835834,Will there be an Update for IOS 11 Apple iPhone,Rose1956,https://itunes.apple.com/us/reviews/id43317508,0.0,2.0,5,"This is an awesome app . I had Open Heart Surgery in January of this 2017. Great way to keep all my records with me
I have had this app for several years tracking my fitness goals too!
I would be lost without it. 
Thank You!",2017-10-01 04:56:51
Microsoft HealthVault,546835834,Stopped working after updating to iOS 11,mike1234i,https://itunes.apple.com/us/reviews/id35330312,0.0,0.0,1,"It looks like Microsoft has stopped updating this app. It stopped working properly after upgrading to iOS 11 -- you can no longer enter data from the app, you need to log into the website.",2017-09-30 21:31:50
Microsoft HealthVault,546835834,Not for the older generation,vallaw3417,https://itunes.apple.com/us/reviews/id182135065,5.0,5.0,1,I have worked in Managed Care for nearly 25 years. I have seen more changes than I care to go through for this review. This app is awful. We are required by CMS to engage at least five patients this year as a compliance measure. I'm the administrator and I couldn't create my account without assistance! This is not user friendly and needs to be easy to use for all ages. Get with it! The biggest hassle was the part where you have to enter the letters/numbers to prove you're not a robot or whatever. A 28 year old couldn't read it! That's not good.,2017-08-10 05:57:13
Microsoft HealthVault,546835834,Just a hot mess...,"""Review King""",https://itunes.apple.com/us/reviews/id105885274,0.0,0.0,1,"I've used Microsoft HealthVault website for over a year. Today, 04/22/17, i loaded the app; it is a hot mess. My name was there and not much else, no location, no medical history, no lab records, no nothing. The app is not user friendly. This app should be ""Repealed and replaced""",2017-04-21 15:54:36
Microsoft HealthVault,546835834,Seems abandoned by MS,Neelp83,https://itunes.apple.com/us/reviews/id125795660,0.0,0.0,1,"I used to get labcorp results in this app and now it's not even fetching the results, not to mention app resolution is still not using iPhone 6plus screen size.. really I've never seen such a ignored product by Microsoft",2017-04-08 01:09:30
